Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost
Asia,Sri Lanka,Cereal,Online,H,26/01/0016,227027165,07/03/0016,1238,205.7,117.11
Asia,India,Office Supplies,Online,H,30/06/0016,392307031,10/07/0016,1223,651.21,524.96
Asia,India,Meat,Online,M,25/09/0013,756701219,28/09/0013,3561,421.89,364.69
Asia,Sri Lanka,Cereal,Offline,H,01/05/0016,550087440,13/06/0016,1952,205.7,117.11
Asia,India,Cosmetics,Online,H,23/11/0011,473650062,25/12/0011,2434,437.2,263.33
Asia,Sri Lanka,Baby Food,Offline,H,30/07/0016,884915101,10/09/0016,4898,255.28,159.42
Asia,Indonesia,Office Supplies,Online,H,22/09/0011,929055678,01/11/0011,7076,651.21,524.96
Asia,India,Fruits,Online,H,07/12/0015,757096040,30/12/0015,397,9.33,6.92
Asia,Sri Lanka,Cereal,Offline,M,13/02/0014,870892941,28/03/0014,5429,205.7,117.11
Asia,India,Fruits,Online,M,11/09/0013,867610776,29/09/0013,4164,9.33,6.92
Asia,Sri Lanka,Vegetables,Offline,M,22/07/0017,158480203,17/08/0017,6669,154.06,90.93
Asia,India,Office Supplies,Offline,M,30/05/0015,245658862,19/07/0015,4771,651.21,524.96
Asia,Sri Lanka,Cereal,Online,H,28/07/0010,860294568,03/08/0010,9135,205.7,117.11
Asia,Indonesia,Beverages,Offline,M,12/03/0012,357358062,14/03/0012,9047,47.45,31.79
Asia,India,Personal Care,Offline,H,16/12/0016,760675609,21/01/0017,9671,81.73,56.67
Asia,Sri Lanka,Baby Food,Offline,M,07/03/0013,586418282,19/04/0013,3056,255.28,159.42
Asia,Indonesia,Fruits,Offline,H,03/10/0011,242967641,14/11/0011,8379,9.33,6.92
Asia,India,Household,Offline,H,02/03/0016,691494786,02/04/0016,7529,668.27,502.54
Asia,India,Meat,Offline,H,30/10/0012,361317002,08/12/0012,585,421.89,364.69
Asia,Indonesia,Meat,Online,H,23/09/0016,588830125,24/10/0016,6774,421.89,364.69
Asia,Sri Lanka,Beverages,Online,M,01/01/0013,441967809,02/01/0013,6951,47.45,31.79
Asia,Sri Lanka,Fruits,Online,H,15/01/0013,858928143,25/01/0013,4780,9.33,6.92
Asia,Sri Lanka,Cosmetics,Offline,M,27/05/0010,787830293,07/07/0010,5346,437.2,263.33
Asia,Indonesia,Cereal,Offline,H,29/07/0014,240079009,29/07/0014,3569,205.7,117.11
Asia,Indonesia,Office Supplies,Offline,M,02/03/0012,781321752,09/04/0012,9324,651.21,524.96
Asia,Sri Lanka,Office Supplies,Offline,M,13/07/0014,199814116,29/07/0014,8292,651.21,524.96
Asia,Indonesia,Clothes,Offline,M,07/06/0010,249295508,21/07/0010,936,109.28,35.84
Asia,Indonesia,Clothes,Online,H,05/06/0010,927237355,18/07/0010,8994,109.28,35.84
Asia,India,Personal Care,Online,M,28/07/0015,314501941,13/08/0015,6968,81.73,56.67
Asia,India,Cereal,Offline,M,26/08/0011,448255336,30/08/0011,7570,205.7,117.11
Asia,Sri Lanka,Cereal,Online,H,12/03/0013,265217959,05/04/0013,2743,205.7,117.11
Asia,Indonesia,Office Supplies,Online,H,08/01/0015,445465409,08/02/0015,1969,651.21,524.96
Asia,Sri Lanka,Office Supplies,Offline,H,20/07/0012,101898038,31/08/0012,2749,651.21,524.96
Asia,India,Clothes,Online,H,14/04/0010,759252107,21/04/0010,8425,109.28,35.84
Asia,Indonesia,Household,Offline,H,19/11/0010,633052670,03/12/0010,3208,668.27,502.54
Asia,India,Cosmetics,Online,H,21/10/0015,752092969,22/11/0015,9878,437.2,263.33
Asia,Sri Lanka,Cosmetics,Online,H,07/01/0016,987579762,17/02/0016,5653,437.2,263.33
Asia,India,Clothes,Offline,H,13/10/0012,971797645,26/10/0012,5373,109.28,35.84
Asia,India,Personal Care,Online,M,15/12/0010,145488011,06/01/0011,1990,81.73,56.67
Asia,Sri Lanka,Personal Care,Offline,M,28/11/0016,982535064,12/12/0016,2814,81.73,56.67
Asia,Sri Lanka,Meat,Online,M,06/02/0013,958309352,27/03/0013,3888,421.89,364.69
Asia,Sri Lanka,Office Supplies,Online,H,02/09/0011,904179370,03/09/0011,5623,651.21,524.96
Asia,Sri Lanka,Vegetables,Offline,M,13/10/0013,110719716,29/10/0013,3279,154.06,90.93
Asia,Indonesia,Vegetables,Offline,H,08/01/0015,532840192,09/01/0015,8109,154.06,90.93
Asia,Indonesia,Vegetables,Offline,H,23/06/0015,151280725,24/06/0015,6183,154.06,90.93
Asia,Indonesia,Snacks,Online,M,12/04/0011,283174169,19/04/0011,6384,152.58,97.44
Asia,Indonesia,Snacks,Online,M,25/03/0012,421198070,24/04/0012,724,152.58,97.44
Asia,India,Meat,Online,M,08/07/0016,602597796,22/07/0016,934,421.89,364.69
Asia,Indonesia,Cosmetics,Offline,H,22/02/0012,745780551,19/03/0012,1893,437.2,263.33
Asia,India,Meat,Offline,H,06/08/0010,471831738,10/09/0010,4351,421.89,364.69
Asia,Sri Lanka,Vegetables,Online,H,18/03/0015,842791545,30/03/0015,9602,154.06,90.93
Asia,Indonesia,Beverages,Offline,H,08/03/0010,505034911,31/03/0010,9908,47.45,31.79
Asia,Sri Lanka,Cosmetics,Online,M,19/07/0011,308609235,21/08/0011,3185,437.2,263.33
Asia,India,Vegetables,Offline,H,08/08/0013,529639995,19/08/0013,1099,154.06,90.93
Asia,Indonesia,Personal Care,Offline,H,19/11/0014,127408206,09/12/0014,1774,81.73,56.67
Asia,India,Beverages,Offline,H,28/11/0012,976800715,01/12/0012,5893,47.45,31.79
Asia,Sri Lanka,Clothes,Online,M,28/11/0012,500804746,05/01/0013,8108,109.28,35.84
Asia,India,Beverages,Offline,H,07/06/0015,499637019,20/06/0015,2552,47.45,31.79
Asia,Indonesia,Cereal,Offline,M,21/02/0011,777742183,18/03/0011,50,205.7,117.11
Asia,Sri Lanka,Baby Food,Online,M,06/12/0015,368474853,02/01/0016,8752,255.28,159.42
Asia,Indonesia,Cosmetics,Online,M,31/01/0014,470423686,02/02/0014,7677,437.2,263.33
Asia,India,Meat,Online,M,08/06/0017,764156472,09/07/0017,9736,421.89,364.69
Asia,Sri Lanka,Snacks,Online,M,06/06/0010,276491820,11/07/0010,8929,152.58,97.44
Asia,Indonesia,Baby Food,Online,H,25/12/0015,171293008,09/01/0016,8262,255.28,159.42
Asia,India,Fruits,Offline,H,19/03/0017,508557403,23/03/0017,2292,9.33,6.92
Asia,Indonesia,Beverages,Online,H,05/11/0013,226592004,28/11/0013,2464,47.45,31.79
Asia,Indonesia,Vegetables,Offline,H,11/10/0015,538181006,10/11/0015,8574,154.06,90.93
Asia,Sri Lanka,Fruits,Online,M,21/04/0016,620930802,06/06/0016,6078,9.33,6.92
Asia,India,Fruits,Offline,M,15/02/0011,614760005,18/03/0011,2,9.33,6.92
Asia,Sri Lanka,Beverages,Online,M,24/01/0010,599214351,14/03/0010,9697,47.45,31.79
Asia,Indonesia,Beverages,Offline,H,15/03/0010,493267524,10/04/0010,7677,47.45,31.79
Asia,Sri Lanka,Baby Food,Online,M,15/01/0016,472620093,20/02/0016,7643,255.28,159.42
Asia,Sri Lanka,Cosmetics,Online,H,15/09/0013,835731112,18/09/0013,263,437.2,263.33
Asia,Sri Lanka,Beverages,Offline,H,05/08/0012,653541743,04/09/0012,6380,47.45,31.79
Asia,India,Baby Food,Online,M,19/04/0016,743806445,19/05/0016,7711,255.28,159.42
Asia,Indonesia,Meat,Online,H,14/01/0010,686548793,04/02/0010,3899,421.89,364.69
Asia,Sri Lanka,Vegetables,Offline,M,29/09/0012,694086015,01/11/0012,4331,154.06,90.93
Asia,India,Cosmetics,Online,M,26/04/0015,391870582,01/05/0015,2068,437.2,263.33
Asia,Indonesia,Cereal,Online,H,24/03/0012,924390351,30/04/0012,6502,205.7,117.11
Asia,India,Cereal,Offline,H,08/02/0016,238993251,18/02/0016,2269,205.7,117.11
Asia,India,Cereal,Offline,M,14/06/0015,400494849,29/07/0015,4181,205.7,117.11
Asia,India,Vegetables,Online,H,10/04/0014,356371009,10/05/0014,6956,154.06,90.93
Asia,India,Baby Food,Offline,H,24/01/0011,515378797,08/03/0011,894,255.28,159.42
Asia,Sri Lanka,Personal Care,Offline,H,29/01/0012,320475327,17/03/0012,4626,81.73,56.67
Asia,India,Office Supplies,Offline,H,03/09/0012,229776751,20/09/0012,4902,651.21,524.96
Asia,Indonesia,Personal Care,Offline,M,02/03/0010,100984799,05/04/0010,2501,81.73,56.67
Asia,Indonesia,Baby Food,Online,H,22/11/0010,308231151,08/01/0011,1302,255.28,159.42
Asia,Sri Lanka,Office Supplies,Online,H,30/06/0011,697031724,06/07/0011,6032,651.21,524.96
Asia,Indonesia,Personal Care,Online,M,07/02/0017,250719010,01/03/0017,2182,81.73,56.67
Asia,Sri Lanka,Cereal,Offline,M,29/07/0013,236539781,03/09/0013,6232,205.7,117.11
Asia,India,Baby Food,Offline,H,12/01/0017,538856494,16/01/0017,8466,255.28,159.42
Asia,Sri Lanka,Meat,Online,M,09/01/0015,694719874,31/01/0015,1904,421.89,364.69
Asia,Indonesia,Vegetables,Offline,H,12/05/0013,219489943,11/06/0013,807,154.06,90.93
Asia,India,Cereal,Online,H,25/01/0012,768172490,14/03/0012,8165,205.7,117.11
Asia,Indonesia,Baby Food,Offline,M,20/06/0014,223308551,02/07/0014,817,255.28,159.42
Asia,India,Vegetables,Online,H,12/07/0012,149166285,14/07/0012,474,154.06,90.93
Asia,Sri Lanka,Beverages,Online,H,06/04/0017,849950683,14/05/0017,8150,47.45,31.79
Asia,India,Meat,Online,M,14/02/0014,272139346,03/03/0014,935,421.89,364.69
Asia,Indonesia,Clothes,Online,H,09/12/0010,597750508,31/12/0010,6514,109.28,35.84
Asia,Sri Lanka,Cosmetics,Online,M,03/02/0017,690111625,03/02/0017,8220,437.2,263.33
Asia,Indonesia,Meat,Online,M,16/03/0016,164767730,14/04/0016,7288,421.89,364.69
Asia,Sri Lanka,Vegetables,Offline,H,08/04/0013,130773627,22/04/0013,7677,154.06,90.93
Asia,India,Meat,Offline,H,08/12/0012,465462243,25/01/0013,9476,421.89,364.69
Asia,Indonesia,Baby Food,Offline,M,01/05/0010,807703530,09/06/0010,6278,255.28,159.42
Asia,Sri Lanka,Personal Care,Online,M,08/11/0011,283313214,01/12/0011,7531,81.73,56.67
Asia,Sri Lanka,Beverages,Online,M,08/12/0013,591759097,29/12/0013,3522,47.45,31.79
Asia,India,Cereal,Online,H,16/06/0017,930759847,10/07/0017,1377,205.7,117.11
Asia,India,Meat,Offline,M,24/06/0010,538814866,13/07/0010,6147,421.89,364.69
Asia,Indonesia,Baby Food,Online,M,02/07/0013,846980082,14/07/0013,9083,255.28,159.42
Asia,Indonesia,Beverages,Offline,H,17/07/0012,486898028,25/08/0012,2801,47.45,31.79
Asia,Sri Lanka,Fruits,Online,H,30/03/0011,599650800,02/04/0011,8852,9.33,6.92
Asia,India,Baby Food,Offline,M,30/04/0010,870400702,12/06/0010,9765,255.28,159.42
Asia,Indonesia,Personal Care,Online,H,15/12/0010,760732686,01/01/0011,6562,81.73,56.67
Asia,India,Beverages,Offline,M,13/05/0010,934240710,01/06/0010,1442,47.45,31.79
Asia,Indonesia,Beverages,Online,H,17/03/0012,123532521,22/03/0012,4873,47.45,31.79
Asia,Indonesia,Cereal,Online,H,03/05/0017,775684821,10/05/0017,1231,205.7,117.11
Asia,India,Cosmetics,Online,M,12/07/0011,268502700,03/08/0011,4770,437.2,263.33
Asia,Indonesia,Fruits,Offline,H,04/08/0014,818878686,05/09/0014,3255,9.33,6.92
Asia,India,Snacks,Online,M,02/01/0014,754939973,09/02/0014,2369,152.58,97.44
Asia,India,Household,Online,H,17/04/0013,729685580,30/04/0013,9033,668.27,502.54
Asia,Indonesia,Personal Care,Offline,H,21/06/0013,961510837,17/07/0013,1278,81.73,56.67
Asia,Indonesia,Office Supplies,Online,M,15/07/0015,425411498,16/08/0015,7571,651.21,524.96
Asia,Indonesia,Meat,Offline,M,22/06/0013,370943772,09/08/0013,9360,421.89,364.69
Asia,Sri Lanka,Household,Offline,M,09/12/0014,428735291,19/01/0015,1155,668.27,502.54
Asia,India,Baby Food,Offline,M,02/04/0014,915018069,17/05/0014,3035,255.28,159.42
Asia,Indonesia,Office Supplies,Offline,H,10/09/0011,865215671,23/09/0011,5399,651.21,524.96
Asia,Sri Lanka,Personal Care,Online,H,21/02/0014,224871098,27/02/0014,3210,81.73,56.67
Asia,Indonesia,Meat,Offline,H,01/04/0015,704685676,06/04/0015,1006,421.89,364.69
Asia,Indonesia,Personal Care,Offline,M,05/08/0016,580205857,16/09/0016,4661,81.73,56.67
Asia,Indonesia,Vegetables,Offline,M,13/10/0012,643354928,30/11/0012,1875,154.06,90.93
Asia,Sri Lanka,Clothes,Offline,H,18/11/0013,714436042,22/12/0013,6356,109.28,35.84
Asia,India,Clothes,Offline,M,10/01/0011,998418462,13/02/0011,3065,109.28,35.84
Asia,Indonesia,Household,Offline,M,16/08/0010,532050549,29/08/0010,4436,668.27,502.54
Asia,Indonesia,Cosmetics,Offline,M,18/10/0016,276015031,19/11/0016,7836,437.2,263.33
Asia,Indonesia,Baby Food,Online,H,18/08/0015,632320106,25/08/0015,6426,255.28,159.42
Asia,Indonesia,Cereal,Offline,H,20/05/0010,550343215,06/07/0010,7642,205.7,117.11
Asia,Sri Lanka,Beverages,Offline,M,09/06/0015,773569095,30/06/0015,5140,47.45,31.79
Asia,Sri Lanka,Clothes,Offline,M,23/02/0010,865198934,25/03/0010,446,109.28,35.84
Asia,India,Meat,Offline,M,04/01/0012,537729108,02/02/0012,4847,421.89,364.69
Asia,Indonesia,Clothes,Offline,H,23/04/0011,124956023,26/05/0011,6119,109.28,35.84
Asia,India,Household,Offline,H,30/01/0013,458697926,13/03/0013,7765,668.27,502.54
Asia,Indonesia,Clothes,Online,M,14/09/0016,509601533,23/09/0016,1273,109.28,35.84
Asia,Sri Lanka,Office Supplies,Online,H,15/01/0012,431384885,27/01/0012,5229,651.21,524.96
Asia,India,Snacks,Online,H,13/03/0010,643339478,14/03/0010,7303,152.58,97.44
Asia,India,Office Supplies,Online,M,03/09/0015,568719136,03/09/0015,5485,651.21,524.96
Asia,Indonesia,Meat,Offline,H,02/10/0013,460178506,03/10/0013,5901,421.89,364.69
Asia,Indonesia,Vegetables,Online,M,13/05/0013,441548097,12/06/0013,2749,154.06,90.93
Asia,Indonesia,Office Supplies,Offline,M,14/07/0010,678262269,03/08/0010,1733,651.21,524.96
Asia,Sri Lanka,Cosmetics,Online,H,12/08/0012,467024791,23/09/0012,1869,437.2,263.33
Asia,Sri Lanka,Cosmetics,Online,M,20/04/0012,313950049,01/05/0012,3651,437.2,263.33
Asia,Sri Lanka,Office Supplies,Offline,H,15/05/0010,264485394,01/06/0010,5961,651.21,524.96
Asia,Indonesia,Fruits,Online,M,04/04/0017,731758391,01/05/0017,2424,9.33,6.92
Asia,Indonesia,Cereal,Online,H,06/12/0015,931845605,20/12/0015,2677,205.7,117.11
Asia,India,Cosmetics,Online,H,06/06/0015,102829301,26/06/0015,8330,437.2,263.33
Asia,Indonesia,Snacks,Offline,H,02/06/0016,788875710,05/07/0016,4708,152.58,97.44
Asia,Indonesia,Beverages,Offline,H,10/08/0010,984313046,23/08/0010,8959,47.45,31.79
Asia,Indonesia,Meat,Offline,H,06/07/0014,687577474,05/08/0014,8309,421.89,364.69
Asia,Sri Lanka,Cosmetics,Online,M,31/08/0010,210890567,13/10/0010,6060,437.2,263.33
Asia,Sri Lanka,Vegetables,Offline,H,13/07/0012,201040208,23/07/0012,1120,154.06,90.93
Asia,Sri Lanka,Fruits,Online,M,06/07/0011,244769227,12/07/0011,1508,9.33,6.92
Asia,Indonesia,Snacks,Offline,H,26/02/0012,158834683,13/04/0012,1567,152.58,97.44
Asia,Sri Lanka,Cereal,Offline,M,01/07/0013,874176394,04/07/0013,7076,205.7,117.11
Asia,Indonesia,Vegetables,Offline,H,05/06/0016,376679408,20/07/0016,6662,154.06,90.93
Asia,Indonesia,Household,Offline,M,24/04/0011,434388959,28/04/0011,4201,668.27,502.54
Asia,Indonesia,Snacks,Online,M,19/09/0014,867569148,22/10/0014,1845,152.58,97.44
Asia,Sri Lanka,Personal Care,Offline,H,09/03/0017,171769797,27/03/0017,9355,81.73,56.67
Asia,India,Cereal,Offline,H,26/01/0016,175153243,29/02/0016,592,205.7,117.11
Asia,India,Vegetables,Online,M,27/06/0014,849416816,29/06/0014,167,154.06,90.93
Asia,Sri Lanka,Fruits,Online,H,21/06/0014,913058125,28/06/0014,3044,9.33,6.92
Asia,India,Cosmetics,Online,M,11/07/0010,915709006,27/07/0010,7499,437.2,263.33
Asia,India,Clothes,Online,M,19/02/0012,455357396,08/04/0012,9227,109.28,35.84
Asia,India,Office Supplies,Online,H,17/06/0015,975673329,15/07/0015,2275,651.21,524.96
Asia,India,Beverages,Online,M,12/04/0016,842948615,31/05/0016,6082,47.45,31.79
Asia,Indonesia,Cosmetics,Offline,M,15/05/0014,191149508,13/06/0014,4242,437.2,263.33
Asia,Indonesia,Beverages,Online,M,02/10/0014,844034373,10/11/0014,7382,47.45,31.79
Asia,India,Vegetables,Offline,M,29/06/0010,764494216,17/07/0010,9682,154.06,90.93
Asia,Indonesia,Cereal,Online,M,01/12/0015,265671145,13/12/0015,6851,205.7,117.11
Asia,Sri Lanka,Cosmetics,Online,H,06/08/0011,138623702,17/08/0011,689,437.2,263.33
Asia,Sri Lanka,Clothes,Online,M,18/05/0014,618774735,29/05/0014,8050,109.28,35.84
Asia,Sri Lanka,Cereal,Offline,M,23/10/0011,719044291,28/10/0011,39,205.7,117.11
Asia,Indonesia,Fruits,Offline,M,12/05/0017,898600804,22/06/0017,4802,9.33,6.92
Asia,Sri Lanka,Fruits,Offline,H,02/01/0013,795088136,05/02/0013,3103,9.33,6.92
Asia,Sri Lanka,Cosmetics,Offline,M,06/11/0015,102490270,22/12/0015,8003,437.2,263.33
Asia,Sri Lanka,Meat,Online,M,23/09/0010,838141667,27/09/0010,3600,421.89,364.69
Asia,Sri Lanka,Fruits,Offline,H,11/07/0011,910943686,19/07/0011,7335,9.33,6.92
Asia,Indonesia,Beverages,Offline,H,29/10/0013,238359391,18/11/0013,4696,47.45,31.79
Asia,Sri Lanka,Household,Offline,M,31/12/0013,956885850,21/01/0014,2642,668.27,502.54
Asia,India,Cosmetics,Online,H,10/04/0015,783914268,08/05/0015,6507,437.2,263.33
Asia,Indonesia,Fruits,Online,H,05/06/0016,464054191,21/06/0016,2802,9.33,6.92
Asia,Indonesia,Cosmetics,Online,M,27/12/0014,865807902,13/01/0015,653,437.2,263.33
Asia,India,Personal Care,Online,H,24/06/0015,876531159,03/07/0015,3903,81.73,56.67
Asia,Sri Lanka,Vegetables,Online,M,22/03/0017,695114696,03/05/0017,8740,154.06,90.93
Asia,Sri Lanka,Personal Care,Offline,H,02/09/0011,816804587,03/10/0011,9483,81.73,56.67
Asia,Sri Lanka,Cosmetics,Online,M,23/11/0014,864466369,16/12/0014,3664,437.2,263.33
Asia,Sri Lanka,Snacks,Online,H,25/02/0016,580386531,09/04/0016,8127,152.58,97.44
Asia,Sri Lanka,Beverages,Offline,M,11/01/0011,875542819,02/03/0011,1432,47.45,31.79
Asia,Indonesia,Household,Offline,M,26/06/0010,388742911,09/08/0010,6521,668.27,502.54
Asia,Sri Lanka,Beverages,Online,M,31/03/0016,830982530,29/04/0016,5052,47.45,31.79
Asia,Indonesia,Fruits,Offline,H,07/04/0011,560687100,22/04/0011,8628,9.33,6.92
Asia,Indonesia,Household,Online,H,08/07/0011,483318459,03/08/0011,3527,668.27,502.54
Asia,India,Vegetables,Offline,M,22/09/0012,653979480,14/10/0012,5916,154.06,90.93
Asia,Sri Lanka,Cosmetics,Online,M,15/07/0013,850641620,23/07/0013,2613,437.2,263.33
Asia,India,Snacks,Online,M,30/11/0012,386233651,25/12/0012,3975,152.58,97.44
Asia,Sri Lanka,Meat,Online,M,25/02/0013,110381972,25/03/0013,3333,421.89,364.69
Asia,Indonesia,Office Supplies,Offline,H,09/12/0015,607024085,26/01/0016,771,651.21,524.96
Asia,Sri Lanka,Personal Care,Offline,H,15/08/0012,954828488,18/08/0012,3823,81.73,56.67
Asia,India,Clothes,Online,H,16/12/0016,673300826,30/12/0016,3532,109.28,35.84
Asia,Sri Lanka,Beverages,Online,M,25/01/0015,346363580,05/02/0015,5535,47.45,31.79
Asia,Sri Lanka,Office Supplies,Offline,M,09/12/0011,549297797,13/12/0011,8280,651.21,524.96
Asia,Sri Lanka,Household,Online,M,20/06/0011,680500304,29/07/0011,4017,668.27,502.54
Asia,Sri Lanka,Snacks,Online,H,28/07/0015,782193362,07/08/0015,7253,152.58,97.44
Asia,Indonesia,Clothes,Online,H,15/06/0017,292884194,22/07/0017,9796,109.28,35.84
Asia,India,Personal Care,Offline,M,12/04/0017,457866656,29/04/0017,1773,81.73,56.67
Asia,India,Vegetables,Offline,M,03/08/0012,423297059,05/09/0012,1861,154.06,90.93
Asia,India,Fruits,Offline,M,23/01/0017,511700522,04/02/0017,2411,9.33,6.92
Asia,India,Clothes,Online,M,26/12/0013,766707360,30/01/0014,4601,109.28,35.84
Asia,Indonesia,Meat,Offline,H,08/07/0011,570693242,24/08/0011,9667,421.89,364.69
Asia,Sri Lanka,Cereal,Online,H,10/11/0011,549058759,14/12/0011,7543,205.7,117.11
Asia,Indonesia,Household,Online,H,04/01/0012,165599000,06/01/0012,3279,668.27,502.54
Asia,Indonesia,Cosmetics,Offline,H,29/10/0016,117796885,05/11/0016,7571,437.2,263.33
Asia,Sri Lanka,Snacks,Offline,M,31/08/0011,725808608,11/09/0011,1751,152.58,97.44
Asia,Indonesia,Meat,Online,M,18/01/0017,286021173,31/01/0017,8876,421.89,364.69
Asia,Indonesia,Household,Online,H,10/02/0015,386628472,27/03/0015,812,668.27,502.54
Asia,India,Meat,Offline,M,16/08/0011,959593808,27/08/0011,3987,421.89,364.69
Asia,India,Personal Care,Offline,M,13/10/0011,191134059,15/11/0011,9670,81.73,56.67
Asia,India,Vegetables,Offline,H,07/12/0016,109889733,05/01/0017,7669,154.06,90.93
Asia,Indonesia,Office Supplies,Online,M,31/01/0013,942880427,04/02/0013,8126,651.21,524.96
Asia,India,Cosmetics,Offline,H,16/11/0011,485417449,15/12/0011,4665,437.2,263.33
Asia,Indonesia,Snacks,Online,H,21/05/0013,695526254,05/07/0013,529,152.58,97.44
Asia,Sri Lanka,Meat,Offline,M,27/01/0010,999643266,08/03/0010,5511,421.89,364.69
Asia,India,Meat,Offline,H,01/04/0011,310330140,21/05/0011,2440,421.89,364.69
Asia,India,Clothes,Offline,M,08/02/0014,921782386,09/02/0014,4747,109.28,35.84
Asia,Sri Lanka,Fruits,Online,H,06/05/0014,820680272,21/06/0014,6385,9.33,6.92
Asia,India,Baby Food,Offline,H,31/01/0012,843779885,22/02/0012,2074,255.28,159.42
Asia,Sri Lanka,Cereal,Online,M,27/04/0017,136706674,13/06/0017,3397,205.7,117.11
Asia,Indonesia,Snacks,Offline,M,19/04/0015,665762317,05/05/0015,2719,152.58,97.44
Asia,Indonesia,Cereal,Offline,H,09/10/0011,405949819,15/11/0011,8427,205.7,117.11
Asia,Indonesia,Personal Care,Offline,H,22/09/0010,501512420,03/11/0010,7525,81.73,56.67
Asia,Sri Lanka,Meat,Offline,H,24/02/0013,788323819,24/03/0013,1391,421.89,364.69
Asia,India,Fruits,Offline,M,17/07/0014,988864219,20/07/0014,5752,9.33,6.92
Asia,Indonesia,Snacks,Online,H,16/12/0014,892963874,26/12/0014,6709,152.58,97.44
Asia,Indonesia,Office Supplies,Online,M,11/01/0013,890807807,05/02/0013,8681,651.21,524.96
Asia,Sri Lanka,Vegetables,Offline,M,26/11/0011,572832572,14/01/0012,2743,154.06,90.93
Asia,Indonesia,Fruits,Online,M,09/12/0016,356625497,24/01/0017,2264,9.33,6.92
Asia,India,Clothes,Online,H,28/01/0011,828432929,09/02/0011,568,109.28,35.84
Asia,Sri Lanka,Clothes,Online,H,04/04/0012,377551019,21/04/0012,4591,109.28,35.84
Asia,Sri Lanka,Baby Food,Offline,H,18/10/0013,361076676,18/11/0013,9467,255.28,159.42
Asia,Indonesia,Snacks,Offline,H,17/03/0012,210907304,12/04/0012,1013,152.58,97.44
Asia,Indonesia,Clothes,Online,H,29/10/0013,325734174,10/12/0013,835,109.28,35.84
Asia,Indonesia,Fruits,Online,M,26/01/0010,309893691,12/03/0010,3285,9.33,6.92
Asia,Indonesia,Vegetables,Online,M,16/03/0013,285330235,27/04/0013,4412,154.06,90.93
Asia,Sri Lanka,Office Supplies,Offline,H,13/06/0013,275224101,18/06/0013,3782,651.21,524.96
Asia,India,Vegetables,Offline,M,23/03/0014,526356542,23/03/0014,9452,154.06,90.93
Asia,India,Cereal,Offline,M,15/04/0013,551314818,08/05/0013,5161,205.7,117.11
Asia,Sri Lanka,Snacks,Offline,M,23/09/0013,630204379,14/10/0013,335,152.58,97.44
Asia,Indonesia,Beverages,Offline,M,04/05/0013,778137004,18/06/0013,6886,47.45,31.79
Asia,India,Snacks,Online,M,06/04/0016,854716002,22/05/0016,8314,152.58,97.44
Asia,India,Cereal,Online,H,10/02/0015,715071189,20/02/0015,4310,205.7,117.11
Asia,Sri Lanka,Household,Offline,M,24/07/0013,426677930,16/08/0013,2336,668.27,502.54
Asia,Indonesia,Clothes,Offline,M,19/03/0013,773133933,22/03/0013,6366,109.28,35.84
Asia,Sri Lanka,Office Supplies,Offline,M,28/03/0011,596029603,02/04/0011,7259,651.21,524.96
Asia,Indonesia,Beverages,Offline,M,26/11/0013,500722777,29/11/0013,3852,47.45,31.79
Asia,Indonesia,Vegetables,Online,H,05/07/0014,862327039,27/07/0014,588,154.06,90.93
Asia,Indonesia,Clothes,Online,M,27/09/0013,519254481,04/10/0013,7795,109.28,35.84
Asia,India,Snacks,Offline,M,22/01/0015,159806287,14/02/0015,9086,152.58,97.44
Asia,Indonesia,Personal Care,Online,H,09/02/0010,726854026,12/02/0010,1113,81.73,56.67
Asia,Sri Lanka,Baby Food,Online,M,18/01/0010,523606956,12/02/0010,5789,255.28,159.42
Asia,India,Cosmetics,Online,M,26/03/0012,159073722,11/04/0012,2304,437.2,263.33
Asia,India,Household,Offline,M,26/02/0016,925320327,25/03/0016,1702,668.27,502.54
Asia,Indonesia,Office Supplies,Online,H,29/10/0010,755729615,24/11/0010,6042,651.21,524.96
Asia,Indonesia,Vegetables,Offline,M,18/01/0013,966415202,09/03/0013,2589,154.06,90.93
Asia,Sri Lanka,Baby Food,Offline,H,05/12/0015,146416699,31/12/0015,6810,255.28,159.42
Asia,Indonesia,Beverages,Online,H,26/02/0012,971459901,23/03/0012,5428,47.45,31.79
Asia,India,Household,Offline,H,15/08/0016,309935319,15/09/0016,5603,668.27,502.54
Asia,India,Cereal,Offline,M,20/06/0014,135933768,01/08/0014,4678,205.7,117.11
Asia,Sri Lanka,Household,Offline,H,24/02/0013,613574254,01/04/0013,9112,668.27,502.54
Asia,Sri Lanka,Baby Food,Offline,H,14/02/0012,872119033,21/03/0012,8257,255.28,159.42
Asia,Sri Lanka,Office Supplies,Offline,H,20/11/0013,805432021,23/11/0013,4088,651.21,524.96
Asia,Indonesia,Clothes,Offline,H,18/12/0011,863454425,04/02/0012,4207,109.28,35.84
Asia,Indonesia,Beverages,Online,H,26/10/0014,662281453,15/11/0014,2654,47.45,31.79
Asia,Indonesia,Cereal,Online,H,24/01/0014,569565856,14/02/0014,6049,205.7,117.11
Asia,India,Fruits,Offline,H,16/02/0013,922966849,25/02/0013,5256,9.33,6.92
